아이디,총 단어의 수,매칭된 단어,카테고리 분류 결과,카테고리 최종 결과
elly_elin,2555,"['상어', '호흡', '용법', '물놀이', '아빠', '쓰레기통', '고기', '리트리버', '메스', '몰래', '어보', '땅콩', '사료', '유도', '나선', '동작', '계곡', '국밥', '가요', '난리', '임산부', '축복', '꼬리', '데리', '서류', '지능', '몰카', '전부', '가구', '베이비', '카시트', '반려동물', '개월', '면적', '곳곳', '틴트', '가슴', '취소', '분리수거', '모빌', '이빨', '마디', '양념', '조심', '퉁퉁', '닭강정', '향후', '댕댕', '쇼파', '학습', '광명', '달라', '아기', '팬티', '단어', '눈썹', '먹이', '하체', '견생', '아들', '무독', '가속', '활동', '단둘', '잘못', '리호', '근육', '하이라이트', '정신', '마우스', '애견', '개드립', '조카', '세로', '강사', '강아지']","[('육아', 28), ('헬스', 14), ('인테리어', 11), ('펫', 10), ('뷰티', 6), ('푸드', 5), ('여행', 2)]",-
hyojinc_,1777,"['유분수', '웜쿨', '숙소', '팔레트', '인생샷', '미술', '스팅', '모공', '근무', '브라스', '지속', '메이크업', '에센스', '큐앤', '글램', '장시간', '브릭', '업뎃', '하트', '오이', '제주도', '가요', '프라이머', '난리', '블러셔', '내일', '이도', '밀착', '콘텐츠', '핫핑크', '섀도우', '서류', '아이라이너', '원피스', '전부', '베이스', '피지', '개월', '음영', '인텐스', '틴트', '설정', '지성', '추리', '콜라보', '광채', '파이널', '요트', '육아', '컨실러', '블러', '영광', '분광', '프루프', '요거슨', '파운데이션', '비행', '이드', '발색', '우드', '분한', '아인', '토요일', '세미', '투어', '찰떡', '급여', '볼륨', '엑스', '쓰시', '로럴', '입생로랑', '네온', '색조', '산소', '월요일']","[('뷰티', 41), ('육아', 11), ('헬스', 10), ('여행', 6), ('패션', 3), ('인테리어', 2), ('푸드', 2), ('펫', 1)]",뷰티
jisu_table,6983,"['피스타치오', '숙소', '콩가루', '몇번', '오일이', '지속', '몰래', '춘기', '설탕', '조개', '키친', '국밥', '볶음', '법인', '여보', '단종', '매년', '꼬리', '런칭인', '첫째', '자존감', '유아', '식탁', '코디', '주걱', '몇장', '여기저기', '리액션', '야외', '독박', '마르', '김치전', '신생아', '이상민', '먹이', '다짐', '동영상', '토요일', '대파', '귀신', '흰자', '울면', '거부', '불량', '어어', '용법', '물놀이', '아빠', '유부초밥', '도대체', '놀이', '중금속', '내일', '리빙', '서류', '너희', '원피스', '사발', '베이스', '출산', '개월', '아스타', '가슴', '차남', '도서', '마디', '언제', '도저히', '낭낭', '인용', '선수', '대패', '비빔면', '우드', '캐릭터', '공부', '정품', '아란', '보더', '거래처', '월요일', '에프', '창고', '강도', '스케치북', '소세지', '만두', '글자', '오이', '카메라', '데리', '애교', '오자', '등원', '이유식', '스칸', '분기', '출판', '임신', '육아', '지단', '아기', '둘째', '요구르트', '파김치', '키즈', '아들', '목살', '주먹밥', '원형', '한고은', '인적', '정신', '속초', '쓰시', '어린이', '고기', '땅콩', '조기', '습관', '뿌듯', '가요', '여자아이', '난리', '장어구이', '윤기', '돼지고기', '살딸', '수학', '얼집', '번의', '방학', '양념', '부인', '면역', '동공', '미국', '장아찌', '어린이집', '떡볶이', '달라', '이드', '주기도', '하원', '공감', '내복', '근육', '교육', '비지', '불고기', '편식']","[('육아', 67), ('푸드', 27), ('헬스', 17), ('뷰티', 15), ('인테리어', 12), ('패션', 5), ('여행', 4), ('펫', 4)]",푸드 육아
jennyyberry,963,"['불량', '숙소', '고기', '인천', '업뎃', '하트', '서재', '고양이', '제주도', '년도', '업데이트', '내일', '호캉스', '비행기', '원피스', '전부', '조식', '번의', '취소', '코디', '어른', '언제', '파채', '조명', '이드', '햇살', '카페인', '학교', '계약', '생쥐', '플래그', '슬슬', '빨대', '무지개', '월요일']","[('여행', 7), ('헬스', 7), ('육아', 6), ('인테리어', 5), ('패션', 4), ('뷰티', 3), ('펫', 2), ('푸드', 1)]",-
5252byoioi,1671,"['축하', '와우산', '내일', '매년', '증강현실', '네이비', '개월', '대기', '번의', '트레이닝', '자동', '취소', '스티커', '코디', '콜라보', '야외', '주머니', '디자이너', '프루프', '핸드', '스커트', '팬츠', '소지', '아이오', '플라밍고', '토요일', '수납', '스냅', '기장', '티셔츠', '해시', '플래그', '합산', '굿즈', '포스터', '체인']","[('육아', 9), ('헬스', 7), ('패션', 7), ('뷰티', 6), ('인테리어', 4), ('펫', 2), ('여행', 1)]",-
i.am.zoo,1926,"['벨벳', '어어', '팔레트', '릴리', '렌징', '모공', '오일이', '쫀쫀', '지속', '메이크업', '에센스', '레미', '잉크', '글자', '버슬립스', '립스틱', '프라이머', '필수품', '블러셔', '카메라', '게다가', '내일', '밀착', '컬처', '상세', '섀도우', '다이닝', '원피스', '베이스', '피지', '전신', '모형', '코랄', '트루', '틴트', '부문', '광택', '코디', '라이터', '광채', '야외', '조심', '미디어', '유투', '명가', '옴브레', '교복', '블러', '떡볶이', '브러쉬', '파운데이션', '페리페라', '코덕', '전망대', '달자', '어워드', '눈썹', '손상', '타워', '발색', '딥클렌징', '라이어', '생크림', '포스트', '플라밍고', '상하', '카페인', '토요일', '공부', '박서준', '빼꼼', '스냅', '찰떡', '자외선차단제', '티셔츠', '근육', '증가', '플래그', '에그인헬', '베베', '강아지', '색조', '월요일']","[('뷰티', 50), ('육아', 10), ('헬스', 7), ('패션', 5), ('여행', 5), ('인테리어', 2), ('푸드', 2), ('펫', 2)]",뷰티
berry.314,2105,"['축하', '신현동', '몇번', '모공', '크롭티', '메이크업', '고기', '인천', '시네마', '시술', '초복', '슬림', '딸기스무디', '립스틱', '난리', '카메라', '화이팅', '내일', '데리', '원피스', '개월', '비포', '복근', '가슴', '오늘이', '트레이닝', '멘탈', '목표', '만화', '치과', '스티커', '코디', '방전', '어른', '분기', '여기저기', '야외', '조심', '선릉역', '스쿼트', '방한', '영양소', '블러', '교정', '어린이집', '떡볶이', '긍정', '선수', '스커트', '꼬기', '완벽', '대회', '튜토리얼', '이드', '다짐', '포스트', '캐릭터', '카페인', '토요일', '골반', '비키니', '활동', '찰떡', '기장', '울면', '근육', '척추', '달걀', '운동화', '왜냐면', '타투', '앞니', '월요일']","[('헬스', 24), ('육아', 18), ('뷰티', 15), ('패션', 5), ('푸드', 5), ('여행', 4), ('펫', 2)]",-
dkyunk,583,"['축하', '소통', '침대', '벽화', '하트', '화이팅', '내일', '소생', '곳곳', '대기', '멘탈', '팬아트', '릴레이', '성적', '언덕', '시즈오카', '쇼파', '낙엽', '다짐', '공감', '통제', '투어', '정신', '속초', '아이디', '조카', '애착', '주얼', '트레이너']","[('헬스', 9), ('육아', 8), ('여행', 4), ('인테리어', 3), ('뷰티', 3), ('펫', 1), ('패션', 1)]",-
sun_sim_,1880,"['축하', '한글', '아빠', '지속', '형광등', '찬스', '반려견', '천국', '하트', '거제도', '고양이', '가요', '난리', '화이팅', '내일', '할미', '매트리스', '애교', '일상생활', '피트니스', '너희', '원피스', '지능', '식탁', '릴레이', '언제', '면역', '입양', '대리석', '교복', '엉엉', '목금', '떡볶이', '댕댕', '반려', '어멍', '달라', '핑쿠', '아기', '유기견', '우드', '오열', '토요일', '과학', '침구', '또또', '단둘', '활동', '빼꼼', '흰자', '찰떡', '해시', '개님', '애견', '서든', '개린', '강아지', '월요일']","[('육아', 19), ('펫', 13), ('헬스', 9), ('인테리어', 6), ('뷰티', 4), ('여행', 4), ('패션', 2), ('푸드', 1)]",-
cha_ming_k,1290,"['숙소', '고기', '에센스', '만두', '고인', '서재', '고양이', '포카리', '광복절', '쫄면', '그루밍', '집사', '자켓', '대기', '창민', '트레이닝', '코디', '유튭', '로이스', '테린', '언제', '파란', '치와와', '꺄아', '떡볶이', '댕댕', '한순간', '베이직', '메쉬', '둘째', '숄더', '학교', '과학', '껍데기', '근황', '분양', '티셔츠', '크리에이터', '애견', '책임', '슬슬', '엑스', '장모', '강아지', '월요일']","[('펫', 11), ('푸드', 6), ('뷰티', 6), ('패션', 6), ('육아', 6), ('여행', 4), ('헬스', 4), ('인테리어', 2)]",펫
isuchoi,923,"['영어', '어린이', '상어', '미술', '나트랑', '아빠', '메이크업', '레미', '놀이터', '율동', '하트', '고양이', '스케이팅', '난리', '내일', '축복', '등원', '구내염', '요가', '목표', '만화', '치과', '방학', '안과', '어린이집', '정원', '달라', '아기', '미끄럼틀', '빡빡', '토요일', '하디', '코코', '공부', '일인', '단둘', '싱가포르', '궁딩', '충혈', '기관지염', '무지개']","[('육아', 22), ('헬스', 6), ('여행', 5), ('뷰티', 4), ('펫', 3), ('인테리어', 1)]",-
2dawn_,771,"['영어', '용법', '라스베가스', '스카프', '메이크업', '코치', '베니스', '도대체', '내일', '컬펌', '데리', '다이닝', '틴트', '복근', '광택', '번의', '이니스프리', '레어카인드', '스티커', '영롱', '떡볶이', '달라', '샛별', '소모', '셔츠', '아이디', '더시티']","[('뷰티', 9), ('육아', 5), ('헬스', 5), ('푸드', 3), ('여행', 2), ('펫', 1), ('인테리어', 1), ('패션', 1)]",-
artistboy_,733,"['벨벳', '재롱', '가요', '브로', '모얌', '리딩', '설정', '요가', '콜라보', '산미구엘', '리액션', '언제', '모험', '영양소', '영광', '좋쿠', '쇼파', '핸드', '네모', '딕트', '변형', '주먹밥', '내복', '샤인', '도중', '투어', '넣기']","[('육아', 10), ('뷰티', 8), ('헬스', 3), ('여행', 2), ('인테리어', 2), ('펫', 1), ('푸드', 1)]",-
som1ove,672,"['어린이', '축하', '소통', '알짝', '팔레트', '물놀이', '모던', '아빠', '메이크업', '지방', '중문', '프라이머', '블러셔', '바위', '어분', '윤기', '셋업', '코랄', '은발', '법적', '코디', '야외', '형식', '언제', '최악', '완벽', '두뇌', '하이라이트', '정신', '선유도']","[('뷰티', 10), ('육아', 8), ('여행', 4), ('헬스', 3), ('인테리어', 2), ('패션', 2), ('펫', 1)]",-
jae_hyupp,2968,"['줄줄', '정수', '정관', '취저', '프랭크', '근무', '모던', '침대', '장충', '고기', '소품', '찬스', '시네마', '존예', '지점', '평형', '브릭', '습관', '제주도', '법인', '보닝백', '화이팅', '브로', '내일', '밀착', '콘텐츠', '컬처', '상세', '매트리스', '서류', '원피스', '취지', '가구', '컨퓨즈드', '설현', '자켓', '개월', '코크', '자동', '취소', '멘탈', '추리', '치과', '코디', '콜라보', '어퍼', '야외', '스팟', '조심', '바실리카', '교정', '디자이너', '라스베거스', '쟁쟁', '미국', '뽜이팅', '선수', '재킷', '광장', '파운데이션', '팬츠', '메종', '서포터즈', '대회', '감각', '블록', '어워드', '생존자', '루나', '카페인', '토요일', '자이언츠', '박서준', '일인', '코인', '도포', '정품', '활동', '의류', '원목', '항공', '티셔츠', '아르마니', '셔츠', '싱글', '굿즈', '슬슬', '아이디', '엑스', '체인', '월요일']","[('뷰티', 28), ('육아', 19), ('헬스', 13), ('인테리어', 13), ('패션', 9), ('여행', 6), ('펫', 2), ('푸드', 1)]",-
2lyn_98,1065,"['축하', '숙소', '현저', '몇번', '생일케이크', '글자', '하트', '립스틱', '고양이', '뿌듯', '도대체', '카메라', '내일', '멸망', '오사카', '전부', '집사', '분리수거', '사이버', '출전', '야외', '선수', '달라', '아기', '제자', '미시', '애애애', '과학', '마음속', '샌드박스', '투어', '항공', '하필', '진아', '커녕', '아이디', '초등학교', '애착', '강아지']","[('육아', 14), ('헬스', 9), ('여행', 6), ('뷰티', 3), ('펫', 3), ('인테리어', 2), ('푸드', 2)]",-
sanga_yogini,3,[],[],-
dooboo_cat,2326,"['테이프', '축하', '디도', '팔레트', '중모', '대고', '무늬', '아빠', '소품', '찬스', '쪼꼬미', '하트', '고양이', '놀이', '업데이트', '게다가', '수강생', '꼬리', '애교', '궁둥이', '똥꼬', '오늘이', '가슴', '선반', '모서리', '입양', '네모', '정원', '달라', '아기', '팬티', '타워', '주기도', '땡땡', '치윤', '상하', '아들', '구엽', '활동', '통키', '왼쪽', '눈빛', '강아지']","[('육아', 14), ('펫', 9), ('인테리어', 5), ('헬스', 5), ('뷰티', 5), ('패션', 2), ('여행', 2), ('푸드', 1)]",-
k.imin,428,"['남자라면', '언제', '기네', '내일', '클렌징', '가죽', '취저', '여의도', '신곡', '티셔츠', '메이크업', '고기', '인천', '셔츠', '정신', '가슴', '전망대', '브릭', '슬리브', '타워']","[('뷰티', 4), ('여행', 4), ('인테리어', 3), ('헬스', 3), ('패션', 3), ('육아', 1), ('펫', 1), ('푸드', 1)]",-
nanaring_,1547,"['영어', '물놀이', '글루텐', '섬유', '지방', '턱선', '동작', '튜브', '화이팅', '내일', '호캉스', '애교', '다이닝', '피트니스', '원피스', '감량', '운동복', '가슴', '트레이닝', '요가', '자동', '목표', '취소', '치과', '콜라보', '쫀쫀하', '언제', '레슨', '통증', '모델링', '영양소', '영광', '체인지', '베이직', '서포터즈', '블루투스', '설연휴', '디피', '동영상', '숄더', '상하', '공부', '자극제', '가디건', '골반', '비키니', '키스', '왼쪽', '볼륨', '야경', '정신', '슬슬', '서든', '슬리브', '아미노산', '복귀', '자격증']","[('헬스', 23), ('육아', 13), ('뷰티', 7), ('패션', 6), ('여행', 3), ('펫', 2), ('인테리어', 2), ('푸드', 1)]",-
drawingmary,2316,"['팔레트', '미술', '여의도', '스케치북', '벽화', '실크', '프레임', '브릭', '수채화', '투숙', '습관', '키친', '제주도', '스을쩍', '카메라', '방치', '내일', '호캉스', '서류', '색칠', '전부', '다크', '곳곳', '스티커', '방학', '콜라보', '조심', '물감', '영광', '댕댕', '핸드', '어도비', '해피아워', '튜토리얼', '주최', '예스', '스레', '토요일', '찰떡', '깨방정', '크리에이터', '증가', '싱글', '점원', '굿즈', '서든', '포스터', '로럴', '강사', '강아지', '월요일']","[('뷰티', 13), ('육아', 10), ('헬스', 9), ('인테리어', 8), ('여행', 7), ('펫', 4)]",-
lovee_seul,340,"['스팟', '축하', '컬펌', '가젤', '엉엉', '빼꼼', '투어', '아빠', '다크', '설민석', '스케쥴', '뿐데', '스키장', '비행', '절벽']","[('뷰티', 4), ('여행', 4), ('육아', 3), ('헬스', 2), ('펫', 1), ('푸드', 1)]",-
hello_dongwon,1582,"['숙소', '용법', '기차', '달도', '가요', '카메라', '내일', '비행기', '튤립', '요가', '만화', '공항', '야외', '언제', '어도비', '비행운', '정원', '비행', '튜토리얼', '지난달', '토요일', '계약', '베트남', '강사']","[('여행', 8), ('헬스', 6), ('뷰티', 5), ('육아', 3), ('푸드', 1), ('인테리어', 1)]",여행
3woosil,1576,"['소통', '피하', '몰래', '비요뜨', '퇴치', '법인', '애교', '발전', '자존감', '가슴', '콜라보', '언제', '최악', '떡볶이', '권혁수', '존경', '팬티', '노비', '워킹맘', '다짐', '아들', '발코니', '청첩장', '주둥이', '트림', '불법', '책임']","[('육아', 8), ('헬스', 7), ('펫', 6), ('뷰티', 2), ('인테리어', 2), ('여행', 1), ('푸드', 1)]",-
